session,clip,affective,visual,behavior,overall
20201229_01,47,0.5,0.75,0.75,0.6667
20201229_01,48,0.5,0.75,0.75,0.6667
20201229_01,49,0.5,0.75,0.75,0.6667
20201229_01,50,0.5,0.75,0.75,0.6667
20201229_01,51,0.5,0.75,0.75,0.6667
20201229_01,52,0.5,0.75,0.75,0.6667
20201229_01,53,0.5,0.75,0.75,0.6667
20201229_01,54,0.5,0.75,0.75,0.6667
20201229_01,55,0.5,0.75,0.75,0.6667
20201229_01,56,0.5,0.75,0.75,0.6667
20201229_01,57,0.5,0.75,0.75,0.6667
20201229_01,58,0.5,0.75,0.75,0.6667
20201229_01,59,0.5,0.75,0.75,0.6667
20201229_01,60,0.5,0.75,0.75,0.6667
20201229_01,61,0.5,0.75,0.75,0.6667
20201229_01,62,0.5312,0.75,0.75,0.6771
20201229_01,63,0.75,0.75,0.75,0.75
20201229_01,64,0.75,0.75,0.75,0.75
20201229_01,65,0.75,0.75,0.75,0.75
20201229_01,66,0.75,0.75,0.75,0.75
20201229_01,67,0.75,0.75,0.75,0.75
20201229_01,68,0.75,0.75,0.75,0.75
20201229_01,69,0.75,0.75,0.75,0.75
20201229_01,70,0.9062,0.75,0.75,0.8021
20201229_01,71,1.0,0.75,0.75,0.8333
20201229_01,72,1.0,0.75,0.75,0.8333
20201229_01,73,1.0,0.75,0.75,0.8333
20201229_01,74,1.0,0.75,0.75,0.8333
20201229_01,75,1.0,0.75,0.75,0.8333
20201229_01,76,1.0,0.75,0.75,0.8333
20201229_01,77,0.9688,0.75,0.75,0.8229
20201229_01,78,0.75,0.75,0.75,0.75
20201229_01,79,0.75,0.75,0.75,0.75
20201229_01,80,0.75,0.75,0.75,0.75
20201229_01,81,0.75,0.75,0.75,0.75
20201229_01,82,0.75,0.75,0.75,0.75
20201229_01,83,0.75,0.75,0.75,0.75
20201229_01,84,0.75,0.75,0.75,0.75
20201229_01,85,0.75,0.75,0.75,0.75
20201229_01,86,0.75,0.75,0.75,0.75
20201229_01,87,0.75,0.75,0.75,0.75
20201229_01,88,0.75,0.75,0.75,0.75
20201229_01,89,0.75,0.75,0.75,0.75
20201229_01,90,0.75,0.75,0.75,0.75
20201229_01,91,0.75,0.75,0.75,0.75
20201229_01,92,0.75,0.75,0.75,0.75
20201229_01,93,0.75,0.75,0.75,0.75
20201229_01,94,0.75,0.75,0.75,0.75
20201229_01,95,0.75,0.75,0.75,0.75
20201229_01,96,0.75,0.75,0.75,0.75
20201229_01,97,0.75,0.75,0.75,0.75
20201229_01,98,0.75,0.75,0.75,0.75
20201229_01,99,0.75,0.75,0.75,0.75
20201229_01,100,0.75,0.75,0.75,0.75
20201229_01,101,0.75,0.75,0.75,0.75
20201229_01,102,0.75,0.75,0.75,0.75
20201229_01,103,0.75,0.75,0.75,0.75
20201229_01,104,0.75,0.75,0.75,0.75
20201229_01,105,0.75,0.75,0.75,0.75
20201229_01,106,0.75,0.75,0.75,0.75
20201229_01,107,0.75,0.75,0.75,0.75
20201229_01,108,0.75,0.75,0.75,0.75
20201229_01,109,0.75,0.75,0.75,0.75
20201229_01,110,0.75,0.75,0.75,0.75
20201229_01,111,0.75,0.75,0.75,0.75
20201229_01,112,0.75,0.75,0.75,0.75
20201229_01,113,0.75,0.75,0.75,0.75
20201229_01,114,0.75,0.75,0.75,0.75
20201229_01,115,0.75,0.75,0.75,0.75
20201229_01,116,0.75,0.75,0.75,0.75
20201229_01,117,0.75,0.75,0.75,0.75
20201229_01,118,0.75,0.75,0.75,0.75
20201229_01,119,0.75,0.75,0.75,0.75
20201229_01,120,0.75,0.75,0.75,0.75
20201229_01,121,0.75,0.75,0.75,0.75
20201229_01,122,0.75,0.75,0.75,0.75
20201229_01,123,0.75,0.75,0.75,0.75
20201229_01,124,0.75,0.75,0.75,0.75
20201229_01,125,0.75,0.75,0.75,0.75
20201229_01,126,0.75,0.75,0.75,0.75
20201229_01,127,0.75,0.75,0.75,0.75
20201229_01,128,0.75,0.75,0.75,0.75
20201229_01,129,0.75,0.75,0.75,0.75
20201229_01,130,0.75,0.75,0.75,0.75
20201229_01,131,0.75,0.75,0.75,0.75
20201229_01,132,0.75,0.75,0.75,0.75
20201229_01,133,0.75,0.75,0.75,0.75
20201229_01,134,0.75,0.75,0.75,0.75
20201229_01,135,0.75,0.75,0.75,0.75
20201229_01,136,0.75,0.75,0.75,0.75
20201229_01,137,0.75,0.75,0.75,0.75
20201229_01,138,0.75,0.75,0.75,0.75
20201229_01,139,0.75,0.5703,0.75,0.6901
20201229_01,140,0.75,0.5,0.75,0.6667
20201229_01,141,0.75,0.5,0.75,0.6667
20201229_01,142,0.75,0.5,0.75,0.6667
20201229_01,143,0.75,0.5,0.75,0.6667
20201229_01,144,0.75,0.5,0.75,0.6667
20201229_01,145,0.75,0.5,0.75,0.6667
20201229_01,146,0.75,0.5,0.75,0.6667
20201229_01,147,0.75,0.5,0.75,0.6667
20201229_01,148,0.75,0.5,0.75,0.6667
20201229_01,149,0.75,0.5,0.75,0.6667
20201229_01,150,0.75,0.5,0.75,0.6667
20201229_01,151,0.75,0.5,0.75,0.6667
20201229_01,152,0.75,0.5,0.75,0.6667
20201229_01,153,0.75,0.5,0.75,0.6667
20201229_01,154,0.75,0.5,0.75,0.6667
20201229_01,155,0.75,0.5,0.75,0.6667
20201229_01,156,0.75,0.5,0.75,0.6667
20201229_01,157,0.75,0.5,0.75,0.6667
20201229_01,158,0.75,0.5,0.75,0.6667
20201229_01,159,0.75,0.5,0.75,0.6667
20201229_01,160,0.75,0.5,0.75,0.6667
20201229_01,161,0.75,0.5,0.75,0.6667
20201229_01,162,0.75,0.5,0.75,0.6667
20201229_01,163,0.75,0.5,0.75,0.6667
20201229_01,164,0.75,0.5,0.75,0.6667
20201229_01,165,0.75,0.5,0.75,0.6667
20201229_01,166,0.75,0.5,0.75,0.6667
20201229_01,167,0.75,0.5,0.75,0.6667
20201229_01,168,0.75,0.5,0.75,0.6667
20201229_01,169,0.75,0.5,0.75,0.6667
20201229_01,170,0.75,0.5,0.75,0.6667
20201229_01,171,0.75,0.5,0.75,0.6667
20201229_01,172,0.75,0.5,0.75,0.6667
20201229_01,173,0.75,0.5,0.75,0.6667
20201229_01,174,0.75,0.5,0.75,0.6667
20201229_01,175,0.75,0.5,0.75,0.6667
20201229_01,176,0.75,0.5,0.75,0.6667
20201229_01,177,0.75,0.5,0.75,0.6667
20201229_01,178,0.75,0.5,0.75,0.6667
20201229_01,179,0.75,0.5,0.75,0.6667
20201229_01,180,0.75,0.5,0.75,0.6667
20201229_01,181,0.75,0.5,0.75,0.6667
20201229_01,182,0.75,0.5312,0.75,0.6771
20201229_01,183,0.75,0.75,0.75,0.75
20201229_01,184,0.75,0.75,0.75,0.75
20201229_01,185,0.75,0.75,0.75,0.75
20201229_01,186,0.75,0.75,0.75,0.75
20201229_01,187,0.75,0.75,0.75,0.75
20201229_01,188,0.75,0.75,0.75,0.75
20201229_01,189,0.75,0.75,0.75,0.75
20201229_01,190,0.75,0.75,0.75,0.75
20201229_01,191,0.75,0.75,0.75,0.75
20201229_01,192,0.75,0.75,0.75,0.75
20201229_01,193,0.75,0.75,0.75,0.75
20201229_01,194,0.75,0.75,0.75,0.75
20201229_01,195,0.75,0.75,0.75,0.75
20201229_01,196,0.75,0.75,0.75,0.75
20201229_01,197,0.75,0.75,0.75,0.75
20201229_01,198,0.75,0.75,0.75,0.75
20201229_01,199,0.75,0.75,0.75,0.75
20201229_01,200,0.75,0.75,0.75,0.75
20201229_01,201,0.75,0.75,0.75,0.75
20201229_01,202,0.75,0.75,0.75,0.75
20201229_01,203,0.75,0.75,0.75,0.75
20201229_01,204,0.75,0.75,0.75,0.75
20201229_01,205,0.75,0.75,0.75,0.75
20201229_01,206,0.75,0.75,0.75,0.75
20201229_01,207,0.75,0.75,0.75,0.75
20201229_01,208,0.75,0.75,0.75,0.75
20201229_01,209,0.75,0.75,0.75,0.75
20201229_01,210,0.75,0.75,0.75,0.75
20201229_01,211,0.75,0.75,0.75,0.75
20201229_01,212,0.75,0.75,0.75,0.75
20201229_01,213,0.75,0.75,0.75,0.75
20201229_01,214,0.75,0.75,0.75,0.75
20201229_01,215,0.75,0.75,0.75,0.75
20201229_01,216,0.75,0.75,0.75,0.75
20201229_01,217,0.75,0.75,0.75,0.75
20201229_01,218,0.75,0.75,0.75,0.75
20201229_01,219,0.75,0.75,0.75,0.75
20201229_01,220,0.75,0.75,0.75,0.75
20201229_01,221,0.75,0.75,0.75,0.75
20201229_01,222,0.75,0.75,0.75,0.75
20201229_01,223,0.75,0.75,0.75,0.75
20201229_01,224,0.75,0.75,0.75,0.75
20201229_01,225,0.75,0.75,0.75,0.75
20201229_01,226,0.75,0.75,0.75,0.75
20201229_01,227,0.75,0.75,0.75,0.75
20201229_01,228,0.75,0.75,0.75,0.75
20201229_01,229,0.75,0.75,0.75,0.75
20201229_01,230,0.75,0.75,0.75,0.75
20201229_01,231,0.75,0.75,0.75,0.75
20201229_01,232,0.75,0.75,0.75,0.75
20201229_01,233,0.75,0.75,0.75,0.75
20201229_01,234,0.75,0.75,0.75,0.75
20201229_01,235,0.75,0.75,0.75,0.75
20201229_01,236,0.75,0.75,0.75,0.75
20201229_01,237,0.75,0.75,0.75,0.75
20201229_01,238,0.75,0.75,0.75,0.75
20201229_01,239,0.75,0.75,0.75,0.75
20201229_01,240,0.75,0.75,0.75,0.75
20201229_01,241,0.75,0.75,0.75,0.75
20201229_01,242,0.75,0.75,0.75,0.75
20201229_01,243,0.75,0.75,0.75,0.75
20201229_01,244,0.75,0.75,0.75,0.75
20201229_01,245,0.75,0.75,0.75,0.75
20201229_01,246,0.75,0.75,0.75,0.75
20201229_01,247,0.75,0.75,0.75,0.75
20201229_01,248,0.75,0.75,0.75,0.75
20201229_01,249,0.75,0.75,0.75,0.75
20201229_01,250,0.75,0.75,0.75,0.75
20201229_01,251,0.75,0.75,0.75,0.75
20201229_01,252,0.75,0.75,0.75,0.75
20201229_01,253,0.75,0.75,0.75,0.75
20201229_01,254,0.75,0.75,0.75,0.75
20201229_01,255,0.75,0.75,0.75,0.75
20201229_01,256,0.75,0.75,0.75,0.75
20201229_01,257,0.75,0.75,0.75,0.75
20201229_01,258,0.75,0.75,0.75,0.75
20201229_01,259,0.75,0.75,0.75,0.75
20201229_01,260,0.75,0.75,0.75,0.75
20201229_01,261,0.75,0.75,0.75,0.75
20201229_01,262,0.75,0.75,0.75,0.75
20201229_01,263,0.75,0.75,0.75,0.75
20201229_01,264,0.75,0.75,0.75,0.75
20201229_01,265,0.75,0.75,0.75,0.75
20201229_01,266,0.75,0.75,0.75,0.75
20201229_01,267,0.75,0.75,0.75,0.75
20201229_01,268,0.75,0.75,0.75,0.75
20201229_01,269,0.75,0.75,0.75,0.75
20201229_01,270,0.75,0.75,0.75,0.75
20201229_01,271,0.75,0.75,0.75,0.75
20201229_01,272,0.75,0.75,0.75,0.75
20201229_01,273,0.75,0.75,0.75,0.75
20201229_01,274,0.75,0.75,0.75,0.75
20201229_01,275,0.75,0.75,0.75,0.75
20201229_01,276,0.75,0.75,0.75,0.75
20201229_01,277,0.75,0.75,0.75,0.75
20201229_01,278,0.75,0.75,0.75,0.75
20201229_01,279,0.75,0.75,0.75,0.75
20201229_01,280,0.75,0.75,0.75,0.75
20201229_01,281,0.75,0.75,0.75,0.75
20201229_01,282,0.75,0.75,0.75,0.75
20201229_01,283,0.75,0.75,0.75,0.75
20201229_01,284,0.75,0.75,0.75,0.75
20201229_01,285,0.75,0.75,0.75,0.75
20201229_01,286,0.75,0.75,0.75,0.75
20201229_01,287,0.75,0.75,0.75,0.75
20201229_01,288,0.75,0.75,0.75,0.75
20201229_01,289,0.75,0.75,0.75,0.75
20201229_01,290,0.75,0.75,0.75,0.75
20201229_01,291,0.75,0.75,0.75,0.75
20201229_01,292,0.75,0.75,0.75,0.75
20201229_01,293,0.75,0.75,0.75,0.75
20201229_01,294,0.75,0.75,0.75,0.75
20201229_01,295,0.75,0.75,0.75,0.75
20201229_01,296,0.75,0.75,0.75,0.75
20201229_01,297,0.75,0.75,0.75,0.75
20201229_01,298,0.75,0.75,0.75,0.75
20201229_01,299,0.75,0.75,0.75,0.75
20201229_01,300,0.75,0.75,0.75,0.75
20201229_01,301,0.75,0.75,0.75,0.75
20201229_01,302,0.75,0.75,0.75,0.75
20201229_01,303,0.75,0.75,0.75,0.75
20201229_01,304,0.75,0.75,0.75,0.75
20201229_01,305,0.75,0.75,0.75,0.75
20201229_01,306,0.75,0.75,0.75,0.75
20201229_01,307,0.5234,0.75,0.75,0.6745
20201229_01,308,0.5,0.75,0.75,0.6667
20201229_01,309,0.5,0.75,0.75,0.6667
20201229_01,310,0.5,0.75,0.75,0.6667
20201229_01,311,0.5,0.75,0.75,0.6667
20201229_01,312,0.5,0.75,0.75,0.6667
20201229_01,313,0.5,0.75,0.75,0.6667
20201229_01,314,0.5,0.75,0.75,0.6667
20201229_01,315,0.5,0.75,0.75,0.6667
20201229_01,316,0.5,0.75,0.75,0.6667
20201229_02,1,0.75,0.75,0.75,0.75
20201229_02,2,0.75,0.75,0.75,0.75
20201229_02,3,0.75,0.75,0.75,0.75
20201229_02,4,0.75,0.75,0.75,0.75
20201229_02,5,0.75,0.75,0.75,0.75
20201229_02,6,0.75,0.75,0.75,0.75
20201229_02,7,0.75,0.75,0.75,0.75
20201229_02,8,0.75,0.75,0.75,0.75
20201229_02,9,0.75,0.75,0.75,0.75
20201229_02,10,0.75,0.75,0.75,0.75
20201229_02,11,0.75,0.75,0.75,0.75
20201229_02,12,0.9375,0.75,0.75,0.8125
20201229_02,13,1.0,0.75,0.75,0.8333
20201229_02,14,1.0,0.75,0.75,0.8333
20201229_02,15,1.0,0.75,0.75,0.8333
20201229_02,16,1.0,0.75,0.75,0.8333
20201229_02,17,1.0,0.75,0.75,0.8333
20201229_02,18,0.9063,0.75,0.75,0.8021
20201229_02,19,0.5,0.5703,0.75,0.6068
20201229_02,20,0.5,0.5,0.75,0.5833
20201229_02,21,0.5,0.5,0.75,0.5833
20201229_02,22,0.5,0.5,0.75,0.5833
20201229_02,23,0.5,0.5,0.75,0.5833
20201229_02,24,0.5,0.5,0.75,0.5833
20201229_02,25,0.5,0.5,0.75,0.5833
20201229_02,26,0.5,0.5,0.75,0.5833
20201229_02,27,0.5,0.5,0.75,0.5833
20201229_02,28,0.5,0.5,0.75,0.5833
20201229_02,29,0.5,0.5,0.75,0.5833
20201229_02,30,0.5,0.5,0.75,0.5833
20201229_02,31,0.5,0.5,0.75,0.5833
20201229_02,32,0.5,0.5,0.75,0.5833
20201229_02,33,0.5,0.5,0.75,0.5833
20201229_02,34,0.5,0.5,0.75,0.5833
20201229_02,35,0.5,0.5,0.75,0.5833
20201229_02,36,0.5,0.5,0.75,0.5833
20201229_02,37,0.5,0.5,0.75,0.5833
20201229_02,38,0.5,0.5,0.75,0.5833
20201229_02,39,0.5,0.5,0.75,0.5833
20201229_02,40,0.5,0.5,0.75,0.5833
20201229_02,41,0.5,0.6719,0.75,0.6406
20201229_02,42,0.5,0.75,0.75,0.6667
20201229_02,43,0.5,0.75,0.75,0.6667
20201229_02,44,0.5,0.75,0.75,0.6667
20201229_02,45,0.5,0.75,0.75,0.6667
20201229_02,46,0.5,0.75,0.75,0.6667
20201229_02,47,0.5,0.75,0.75,0.6667
20201229_02,48,0.5,0.75,0.75,0.6667
20201229_02,49,0.5,0.75,0.75,0.6667
20201229_02,50,0.5,0.75,0.75,0.6667
20201229_02,51,0.5,0.75,0.75,0.6667
20201229_02,52,0.5,0.75,0.75,0.6667
20201229_02,53,0.5,0.75,0.75,0.6667
20201229_02,54,0.5,0.75,0.75,0.6667
20201229_02,55,0.5,0.75,0.75,0.6667
20201229_02,56,0.5,0.75,0.75,0.6667
20201229_02,57,0.5,0.75,0.75,0.6667
20201229_02,58,0.5,0.75,0.75,0.6667
20201229_02,59,0.5,0.75,0.75,0.6667
20201229_02,60,0.5,0.75,0.75,0.6667
20201229_02,61,0.5,0.75,0.75,0.6667
20201229_02,62,0.5,0.75,0.75,0.6667
20201229_02,63,0.5,0.75,0.75,0.6667
20201229_02,64,0.5,0.75,0.75,0.6667
20201229_02,65,0.5,0.75,0.75,0.6667
20201229_02,66,0.5,0.75,0.75,0.6667
20201229_02,67,0.5,0.75,0.75,0.6667
20201229_02,68,0.5,0.75,0.75,0.6667
20201229_02,69,0.5,0.75,0.75,0.6667
20201229_02,70,0.5,0.75,0.75,0.6667
20201229_02,71,0.5,0.75,0.75,0.6667
20201229_02,72,0.5,0.75,0.75,0.6667
20201229_02,73,0.5,0.75,0.75,0.6667
20201229_02,74,0.5,0.75,0.75,0.6667
20201229_02,75,0.5,0.75,0.75,0.6667
20201229_02,76,0.5,0.75,0.75,0.6667
20201229_02,77,0.5,0.75,0.75,0.6667
20201229_02,78,0.5,0.75,0.75,0.6667
20201229_02,79,0.5,0.75,0.75,0.6667
20201229_02,80,0.5,0.75,0.75,0.6667
20201229_02,81,0.5,0.75,0.75,0.6667
20201229_02,82,0.5,0.75,0.75,0.6667
20201229_02,83,0.5,0.75,0.75,0.6667
20201229_02,84,0.5,0.75,0.75,0.6667
20201229_02,85,0.5,0.75,0.75,0.6667
20201229_02,86,0.5,0.75,0.75,0.6667
20201229_02,87,0.5,0.75,0.75,0.6667
20201229_02,88,0.5,0.75,0.75,0.6667
20201229_02,89,0.5,0.75,0.75,0.6667
20201229_02,90,0.5,0.75,0.75,0.6667
20201229_02,91,0.5,0.75,0.75,0.6667
20201229_02,92,0.5,0.75,0.75,0.6667
20201229_02,93,0.5,0.75,0.75,0.6667
20201229_02,94,0.5,0.75,0.75,0.6667
20201229_02,95,0.5,0.75,0.75,0.6667
20201229_02,96,0.5,0.75,0.75,0.6667
20201229_02,97,0.5,0.75,0.75,0.6667
20201229_02,98,0.5,0.75,0.75,0.6667
20201229_02,99,0.5,0.75,0.75,0.6667
20201229_02,100,0.5391,0.75,0.75,0.6797
20201229_02,101,0.75,0.75,0.75,0.75
20201229_02,102,0.75,0.75,0.75,0.75
20201229_02,103,0.75,0.75,0.75,0.75
20201229_02,104,0.75,0.75,0.75,0.75
20201229_02,105,0.75,0.75,0.75,0.75
20201229_02,106,0.75,0.75,0.75,0.75
20201229_02,107,0.75,0.75,0.75,0.75
20201229_02,108,0.75,0.75,0.75,0.75
20201229_02,109,0.75,0.75,0.75,0.75
20201229_02,110,0.75,0.75,0.75,0.75
20201229_02,111,0.75,0.75,0.75,0.75
20201229_02,112,0.75,0.75,0.75,0.75
20201229_02,113,0.75,0.75,0.75,0.75
20201229_02,114,0.75,0.75,0.75,0.75
20201229_02,115,0.75,0.75,0.75,0.75
20201229_02,116,0.75,0.75,0.75,0.75
20201229_02,117,0.75,0.75,0.75,0.75
20201229_02,118,0.75,0.75,0.75,0.75
20201229_02,119,0.75,0.5469,0.75,0.6823
20201229_02,120,0.75,0.25,0.75,0.5833
20201229_02,121,0.75,0.25,0.75,0.5833
20201229_02,122,0.75,0.25,0.75,0.5833
20201229_02,123,0.75,0.25,0.75,0.5833
20201229_02,124,0.75,0.25,0.75,0.5833
20201229_02,125,0.75,0.25,0.75,0.5833
20201229_02,126,0.75,0.25,0.75,0.5833
20201229_02,127,0.75,0.25,0.75,0.5833
20201229_02,128,0.75,0.25,0.75,0.5833
20201229_02,129,0.75,0.25,0.75,0.5833
20201229_02,130,0.75,0.25,0.75,0.5833
20201229_02,131,0.75,0.25,0.75,0.5833
20201229_02,132,0.75,0.25,0.75,0.5833
20201229_02,133,0.75,0.25,0.75,0.5833
20201229_02,134,0.75,0.25,0.75,0.5833
20201229_02,135,0.75,0.25,0.75,0.5833
20201229_02,136,0.75,0.25,0.75,0.5833
20201229_02,137,0.75,0.25,0.75,0.5833
20201229_02,138,0.75,0.25,0.75,0.5833
20201229_02,139,0.75,0.375,0.75,0.625
20201229_02,140,0.75,0.75,0.75,0.75
20201229_02,141,0.75,0.75,0.75,0.75
20201229_02,142,0.75,0.75,0.75,0.75
20201229_02,143,0.75,0.75,0.75,0.75
20201229_02,144,0.75,0.75,0.75,0.75
20201229_02,145,0.75,0.75,0.75,0.75
20201229_02,146,0.75,0.75,0.75,0.75
20201229_02,147,0.75,0.75,0.75,0.75
20201229_02,148,0.75,0.75,0.75,0.75
20201229_02,149,0.75,0.75,0.75,0.75
20201229_02,150,0.75,0.75,0.75,0.75
20201229_02,151,0.75,0.75,0.75,0.75
20201229_02,152,0.75,0.75,0.75,0.75
20201229_02,153,0.75,0.75,0.75,0.75
20201229_02,154,0.75,0.75,0.75,0.75
20201229_02,155,0.75,0.75,0.75,0.75
20201229_02,156,0.75,0.75,0.75,0.75
20201229_02,157,0.75,0.75,0.75,0.75
20201229_02,158,0.75,0.75,0.75,0.75
20201229_02,159,0.75,0.75,0.75,0.75
20201229_02,160,0.75,0.75,0.75,0.75
20201229_02,161,0.75,0.75,0.75,0.75
20201229_02,162,0.75,0.75,0.75,0.75
20201229_02,163,0.75,0.75,0.75,0.75
20201229_02,164,0.75,0.75,0.75,0.75
20201229_02,165,0.75,0.75,0.75,0.75
20201229_02,166,0.75,0.75,0.75,0.75
20201229_02,167,0.75,0.75,0.75,0.75
20201229_02,168,0.75,0.75,0.75,0.75
20201229_02,169,0.75,0.75,0.75,0.75
20201229_02,170,0.75,0.75,0.75,0.75
20201229_02,171,0.75,0.75,0.75,0.75
20201229_02,172,0.75,0.75,0.75,0.75
20201229_02,173,0.75,0.75,0.75,0.75
20201229_02,174,0.75,0.75,0.75,0.75
20201229_02,175,0.75,0.75,0.75,0.75
20201229_02,176,0.75,0.75,0.75,0.75
20201229_02,177,0.75,0.75,0.75,0.75
20201229_02,178,0.75,0.75,0.75,0.75
20201229_02,179,0.75,0.75,0.75,0.75
20201229_02,180,0.75,0.75,0.75,0.75
20201229_02,181,0.75,0.75,0.75,0.75
20201229_02,182,0.75,0.75,0.75,0.75
20201229_02,183,0.75,0.75,0.75,0.75
20201229_02,184,0.75,0.75,0.75,0.75
20201229_02,185,0.75,0.75,0.75,0.75
20201229_02,186,0.75,0.75,0.75,0.75
20201229_02,187,0.75,0.75,0.75,0.75
20201229_02,188,0.75,0.75,0.75,0.75
20201229_02,189,0.75,0.75,0.75,0.75
20201229_02,190,0.75,0.75,0.75,0.75
20201229_02,191,0.75,0.75,0.75,0.75
20201229_02,192,0.75,0.75,0.75,0.75
20201229_02,193,0.75,0.75,0.75,0.75
20201229_02,194,0.75,0.75,0.75,0.75
20201229_02,195,0.75,0.75,0.75,0.75
20201229_02,196,0.75,0.75,0.75,0.75
20201229_02,197,0.75,0.75,0.75,0.75
20201229_02,198,0.75,0.75,0.75,0.75
20201229_02,199,0.75,0.75,0.75,0.75
20201229_02,200,0.75,0.75,0.75,0.75
20201229_02,201,0.75,0.75,0.75,0.75
20201229_02,202,0.75,0.75,0.75,0.75
20201229_02,203,0.75,0.75,0.75,0.75
20201229_02,204,0.75,0.75,0.75,0.75
20201229_02,205,0.75,0.75,0.75,0.75
20201229_02,206,0.75,0.75,0.75,0.75
20201229_02,207,0.75,0.75,0.75,0.75
20201229_02,208,0.75,0.75,0.75,0.75
20201229_02,209,0.75,0.75,0.75,0.75
20201229_02,210,0.75,0.75,0.75,0.75
20201229_02,211,0.75,0.75,0.75,0.75
20201229_02,212,0.75,0.75,0.75,0.75
20201229_02,213,0.75,0.75,0.75,0.75
20201229_02,214,0.75,0.75,0.75,0.75
20201229_02,215,0.75,0.75,0.75,0.75
20201229_02,216,0.75,0.75,0.75,0.75
20201229_02,217,0.75,0.75,0.75,0.75
20201229_02,218,0.75,0.75,0.75,0.75
20201229_02,219,0.75,0.75,0.75,0.75
20201229_02,220,0.75,0.75,0.75,0.75
20201229_02,221,0.75,0.75,0.75,0.75
20201229_02,222,0.75,0.75,0.75,0.75
20201229_02,223,0.75,0.75,0.75,0.75
20201229_02,224,0.75,0.75,0.75,0.75
20201229_02,225,0.75,0.75,0.75,0.75
20201229_02,226,0.75,0.75,0.75,0.75
20201229_02,227,0.75,0.75,0.75,0.75
20201229_02,228,0.75,0.75,0.75,0.75
20201229_02,229,0.75,0.75,0.75,0.75
20201229_02,230,0.75,0.75,0.75,0.75
20201229_02,231,0.75,0.75,0.75,0.75
20201229_02,232,0.75,0.75,0.75,0.75
20201229_02,233,0.75,0.75,0.75,0.75
20201229_02,234,0.75,0.75,0.75,0.75
20201229_02,235,0.75,0.75,0.75,0.75
20201229_02,236,0.75,0.75,0.75,0.75
20201229_02,237,0.75,0.75,0.75,0.75
20201229_02,238,0.75,0.75,0.75,0.75
20201229_02,239,0.75,0.75,0.75,0.75
20201229_02,240,0.75,0.75,0.75,0.75
20201229_02,241,0.75,0.75,0.75,0.75
20201229_02,242,0.75,0.75,0.75,0.75
20201229_02,243,0.75,0.75,0.75,0.75
20201229_02,244,0.75,0.75,0.75,0.75
20201229_02,245,0.75,0.75,0.75,0.75
20201229_02,246,0.75,0.75,0.75,0.75
20201229_02,247,0.75,0.75,0.75,0.75
20201229_02,248,0.75,0.75,0.75,0.75
20201229_02,249,0.75,0.75,0.75,0.75
20201229_02,250,0.75,0.75,0.75,0.75
20201229_02,251,0.75,0.75,0.75,0.75
20201229_02,252,0.75,0.75,0.75,0.75
20201229_02,253,0.75,0.75,0.75,0.75
20201229_02,254,0.75,0.75,0.75,0.75
20201229_02,255,0.75,0.75,0.75,0.75
